response_id,survey_id,submission_date,country_code,geo_id,region,collection_method,respondent_age_group,respondent_gender,respondent_displacement_status,language,ingested_at,source_system
R000544,S0005,2024-01-14,NG,G0008,Kaduna,Digital tablet,35-44,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000545,S0005,2024-01-14,NG,G0005,Lagos,Paper,35-44,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000546,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,35-44,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000547,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,55-64,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000548,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,25-34,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000549,S0005,2024-01-14,NG,G0006,Kano,Digital tablet,18-24,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000550,S0005,2024-01-14,NG,G0007,Abuja,Digital tablet,65+,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000551,S0005,2024-01-14,NG,G0008,Kaduna,Paper,35-44,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000552,S0005,2024-01-14,NG,G0005,Lagos,Paper,18-24,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000553,S0005,2024-01-14,NG,G0007,Abuja,Phone interview,35-44,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000554,S0005,2024-01-14,NG,G0005,Lagos,Digital tablet,18-24,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000555,S0005,2024-01-14,NG,G0005,Lagos,Paper,45-54,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000556,S0005,2024-01-14,NG,G0005,Lagos,Paper,45-54,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000557,S0005,2024-01-14,NG,G0006,Kano,Phone interview,45-54,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000558,S0005,2024-01-14,NG,G0007,Abuja,Paper,35-44,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000559,S0005,2024-01-14,NG,G0006,Kano,Phone interview,35-44,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000560,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,25-34,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000561,S0005,2024-01-14,NG,G0008,Kaduna,Paper,35-44,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000562,S0005,2024-01-14,NG,G0005,Lagos,Paper,45-54,Male,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000563,S0005,2024-01-14,NG,G0007,Abuja,Phone interview,65+,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000564,S0005,2024-01-14,NG,G0007,Abuja,Paper,35-44,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000565,S0005,2024-01-14,NG,G0007,Abuja,Phone interview,25-34,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000566,S0005,2024-01-14,NG,G0005,Lagos,Paper,45-54,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000567,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,65+,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000568,S0005,2024-01-14,NG,G0007,Abuja,Paper,35-44,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000569,S0005,2024-01-14,NG,G0006,Kano,Phone interview,55-64,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000570,S0005,2024-01-14,NG,G0006,Kano,Paper,18-24,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000571,S0005,2024-01-14,NG,G0005,Lagos,KoboToolbox,55-64,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000572,S0005,2024-01-14,NG,G0007,Abuja,KoboToolbox,35-44,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000573,S0005,2024-01-14,NG,G0005,Lagos,Paper,65+,Prefer not to say,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000574,S0005,2024-01-14,NG,G0005,Lagos,Digital tablet,55-64,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000575,S0005,2024-01-14,NG,G0005,Lagos,Digital tablet,55-64,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000576,S0005,2024-01-14,NG,G0005,Lagos,Paper,55-64,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000577,S0005,2024-01-14,NG,G0008,Kaduna,Paper,25-34,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000578,S0005,2024-01-14,NG,G0006,Kano,Phone interview,65+,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000579,S0005,2024-01-14,NG,G0007,Abuja,Paper,55-64,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000580,S0005,2024-01-14,NG,G0007,Abuja,Digital tablet,45-54,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000581,S0005,2024-01-14,NG,G0006,Kano,Phone interview,55-64,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000582,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,18-24,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000583,S0005,2024-01-14,NG,G0006,Kano,Digital tablet,18-24,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000584,S0005,2024-01-14,NG,G0005,Lagos,KoboToolbox,45-54,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000585,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,65+,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000586,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,18-24,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000587,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,18-24,Non-binary,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000588,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000589,S0005,2024-01-14,NG,G0006,Kano,Paper,35-44,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000590,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,35-44,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000591,S0005,2024-01-14,NG,G0006,Kano,Paper,45-54,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000592,S0005,2024-01-14,NG,G0005,Lagos,KoboToolbox,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000593,S0005,2024-01-14,NG,G0007,Abuja,Phone interview,55-64,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000594,S0005,2024-01-14,NG,G0005,Lagos,KoboToolbox,25-34,Male,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000595,S0005,2024-01-14,NG,G0006,Kano,Paper,55-64,Non-binary,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000596,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,45-54,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000597,S0005,2024-01-14,NG,G0007,Abuja,KoboToolbox,18-24,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000598,S0005,2024-01-14,NG,G0006,Kano,Paper,55-64,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000599,S0005,2024-01-14,NG,G0005,Lagos,KoboToolbox,25-34,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000600,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,35-44,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000601,S0005,2024-01-14,NG,G0006,Kano,Digital tablet,18-24,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000602,S0005,2024-01-14,NG,G0005,Lagos,Digital tablet,25-34,Male,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000603,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,65+,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000604,S0005,2024-01-14,NG,G0006,Kano,Phone interview,25-34,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000605,S0005,2024-01-14,NG,G0007,Abuja,Phone interview,55-64,Male,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000606,S0005,2024-01-14,NG,G0006,Kano,Paper,35-44,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000607,S0005,2024-01-14,NG,G0006,Kano,Paper,35-44,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000608,S0005,2024-01-14,NG,G0005,Lagos,Paper,35-44,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000609,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,35-44,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000610,S0005,2024-01-14,NG,G0006,Kano,Paper,65+,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000611,S0005,2024-01-14,NG,G0006,Kano,Phone interview,45-54,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000612,S0005,2024-01-14,NG,G0006,Kano,Paper,25-34,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000613,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,65+,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000614,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,18-24,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000615,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,45-54,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000616,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,55-64,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000617,S0005,2024-01-14,NG,G0005,Lagos,Paper,35-44,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000618,S0005,2024-01-14,NG,G0007,Abuja,Phone interview,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000619,S0005,2024-01-14,NG,G0005,Lagos,Paper,45-54,Prefer not to say,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000620,S0005,2024-01-14,NG,G0005,Lagos,Paper,55-64,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000621,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,25-34,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000622,S0005,2024-01-14,NG,G0006,Kano,Phone interview,18-24,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000623,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,18-24,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000624,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,65+,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000625,S0005,2024-01-14,NG,G0005,Lagos,Paper,35-44,Male,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000626,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,45-54,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000627,S0005,2024-01-14,NG,G0008,Kaduna,Digital tablet,65+,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000628,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,55-64,Non-binary,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000629,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,55-64,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000630,S0005,2024-01-14,NG,G0006,Kano,Digital tablet,55-64,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000631,S0005,2024-01-14,NG,G0007,Abuja,KoboToolbox,18-24,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000632,S0005,2024-01-14,NG,G0006,Kano,Digital tablet,55-64,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000633,S0005,2024-01-14,NG,G0007,Abuja,KoboToolbox,18-24,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000634,S0005,2024-01-14,NG,G0006,Kano,KoboToolbox,65+,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000635,S0005,2024-01-14,NG,G0006,Kano,Paper,55-64,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000636,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,65+,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000637,S0005,2024-01-14,NG,G0007,Abuja,Digital tablet,55-64,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000638,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,45-54,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000639,S0005,2024-01-14,NG,G0006,Kano,Phone interview,45-54,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000640,S0005,2024-01-14,NG,G0005,Lagos,Digital tablet,35-44,Non-binary,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000641,S0005,2024-01-14,NG,G0006,Kano,Digital tablet,35-44,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000642,S0005,2024-01-14,NG,G0006,Kano,Phone interview,25-34,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000643,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,65+,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000644,S0005,2024-01-14,NG,G0007,Abuja,KoboToolbox,25-34,Non-binary,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000645,S0005,2024-01-14,NG,G0007,Abuja,Digital tablet,65+,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000646,S0005,2024-01-14,NG,G0008,Kaduna,Paper,35-44,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000647,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,45-54,Male,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000648,S0005,2024-01-14,NG,G0006,Kano,Paper,65+,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000649,S0005,2024-01-14,NG,G0007,Abuja,Phone interview,18-24,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000650,S0005,2024-01-14,NG,G0007,Abuja,KoboToolbox,55-64,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000651,S0005,2024-01-14,NG,G0006,Kano,Paper,35-44,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000652,S0005,2024-01-14,NG,G0005,Lagos,Paper,55-64,Non-binary,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000653,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,25-34,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000654,S0005,2024-01-14,NG,G0005,Lagos,KoboToolbox,45-54,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000655,S0005,2024-01-14,NG,G0006,Kano,Phone interview,55-64,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000656,S0005,2024-01-14,NG,G0008,Kaduna,KoboToolbox,45-54,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000657,S0005,2024-01-14,NG,G0006,Kano,Paper,55-64,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000658,S0005,2024-01-14,NG,G0005,Lagos,Phone interview,18-24,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000659,S0005,2024-01-14,NG,G0006,Kano,Digital tablet,35-44,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000660,S0005,2024-01-14,NG,G0008,Kaduna,Phone interview,25-34,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000661,S0006,2024-04-02,NG,G0006,Kano,Paper,65+,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000662,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,35-44,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000663,S0006,2024-04-02,NG,G0007,Abuja,Phone interview,65+,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000664,S0006,2024-04-02,NG,G0008,Kaduna,Phone interview,25-34,Male,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000665,S0006,2024-04-02,NG,G0005,Lagos,KoboToolbox,55-64,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000666,S0006,2024-04-02,NG,G0005,Lagos,Digital tablet,55-64,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000667,S0006,2024-04-02,NG,G0007,Abuja,KoboToolbox,35-44,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000668,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000669,S0006,2024-04-02,NG,G0008,Kaduna,Paper,35-44,Male,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000670,S0006,2024-04-02,NG,G0005,Lagos,Paper,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000671,S0006,2024-04-02,NG,G0008,Kaduna,Paper,45-54,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000672,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,25-34,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000673,S0006,2024-04-02,NG,G0008,Kaduna,Paper,65+,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000674,S0006,2024-04-02,NG,G0007,Abuja,KoboToolbox,18-24,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000675,S0006,2024-04-02,NG,G0008,Kaduna,KoboToolbox,55-64,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000676,S0006,2024-04-02,NG,G0005,Lagos,Digital tablet,55-64,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000677,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,45-54,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000678,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,35-44,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000679,S0006,2024-04-02,NG,G0006,Kano,KoboToolbox,65+,Non-binary,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000680,S0006,2024-04-02,NG,G0007,Abuja,Digital tablet,18-24,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000681,S0006,2024-04-02,NG,G0006,Kano,Phone interview,25-34,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000682,S0006,2024-04-02,NG,G0006,Kano,Paper,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000683,S0006,2024-04-02,NG,G0005,Lagos,KoboToolbox,25-34,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000684,S0006,2024-04-02,NG,G0008,Kaduna,Paper,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000685,S0006,2024-04-02,NG,G0005,Lagos,KoboToolbox,55-64,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000686,S0006,2024-04-02,NG,G0007,Abuja,Digital tablet,35-44,Non-binary,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000687,S0006,2024-04-02,NG,G0007,Abuja,Paper,35-44,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000688,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,18-24,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000689,S0006,2024-04-02,NG,G0006,Kano,KoboToolbox,65+,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000690,S0006,2024-04-02,NG,G0006,Kano,Phone interview,65+,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000691,S0006,2024-04-02,NG,G0007,Abuja,Digital tablet,45-54,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000692,S0006,2024-04-02,NG,G0007,Abuja,Phone interview,65+,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000693,S0006,2024-04-02,NG,G0007,Abuja,Paper,45-54,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000694,S0006,2024-04-02,NG,G0006,Kano,Phone interview,25-34,Prefer not to say,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000695,S0006,2024-04-02,NG,G0005,Lagos,KoboToolbox,18-24,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000696,S0006,2024-04-02,NG,G0008,Kaduna,KoboToolbox,45-54,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000697,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,25-34,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000698,S0006,2024-04-02,NG,G0008,Kaduna,Phone interview,45-54,Prefer not to say,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000699,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,65+,Prefer not to say,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000700,S0006,2024-04-02,NG,G0007,Abuja,Digital tablet,65+,Non-binary,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000701,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,35-44,Male,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000702,S0006,2024-04-02,NG,G0008,Kaduna,Paper,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000703,S0006,2024-04-02,NG,G0007,Abuja,Phone interview,18-24,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000704,S0006,2024-04-02,NG,G0008,Kaduna,Phone interview,18-24,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000705,S0006,2024-04-02,NG,G0006,Kano,Paper,18-24,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000706,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,55-64,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000707,S0006,2024-04-02,NG,G0006,Kano,KoboToolbox,25-34,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000708,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,55-64,Male,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000709,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,65+,Prefer not to say,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000710,S0006,2024-04-02,NG,G0007,Abuja,KoboToolbox,18-24,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000711,S0006,2024-04-02,NG,G0006,Kano,Digital tablet,55-64,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000712,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,18-24,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000713,S0006,2024-04-02,NG,G0006,Kano,Digital tablet,55-64,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000714,S0006,2024-04-02,NG,G0007,Abuja,Digital tablet,45-54,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000715,S0006,2024-04-02,NG,G0006,Kano,Digital tablet,18-24,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000716,S0006,2024-04-02,NG,G0008,Kaduna,Phone interview,25-34,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000717,S0006,2024-04-02,NG,G0005,Lagos,KoboToolbox,65+,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000718,S0006,2024-04-02,NG,G0007,Abuja,Phone interview,25-34,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000719,S0006,2024-04-02,NG,G0007,Abuja,Paper,18-24,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000720,S0006,2024-04-02,NG,G0008,Kaduna,Paper,18-24,Prefer not to say,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000721,S0006,2024-04-02,NG,G0008,Kaduna,Paper,25-34,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000722,S0006,2024-04-02,NG,G0005,Lagos,KoboToolbox,35-44,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000723,S0006,2024-04-02,NG,G0008,Kaduna,Phone interview,25-34,Non-binary,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000724,S0006,2024-04-02,NG,G0006,Kano,Paper,55-64,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000725,S0006,2024-04-02,NG,G0008,Kaduna,Paper,55-64,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000726,S0006,2024-04-02,NG,G0006,Kano,KoboToolbox,45-54,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000727,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,55-64,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000728,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,45-54,Male,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000729,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,25-34,Male,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000730,S0006,2024-04-02,NG,G0005,Lagos,Phone interview,45-54,Male,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000731,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,55-64,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000732,S0006,2024-04-02,NG,G0007,Abuja,Paper,65+,Female,Not affected,English,2026-05-09 17:29:07,KoboToolbox
R000733,S0006,2024-04-02,NG,G0005,Lagos,Digital tablet,18-24,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000734,S0006,2024-04-02,NG,G0006,Kano,Digital tablet,25-34,Female,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000735,S0006,2024-04-02,NG,G0006,Kano,Paper,35-44,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000736,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,18-24,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000737,S0006,2024-04-02,NG,G0008,Kaduna,Digital tablet,65+,Female,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000738,S0006,2024-04-02,NG,G0008,Kaduna,KoboToolbox,18-24,Prefer not to say,Displaced,English,2026-05-09 17:29:07,KoboToolbox
R000739,S0006,2024-04-02,NG,G0006,Kano,Paper,55-64,Female,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000740,S0006,2024-04-02,NG,G0006,Kano,Phone interview,35-44,Prefer not to say,Returnee,English,2026-05-09 17:29:07,KoboToolbox
R000741,S0006,2024-04-02,NG,G0005,Lagos,Digital tablet,25-34,Female,Host community,English,2026-05-09 17:29:07,KoboToolbox
R000742,S0006,2024-04-02,NG,G0006,Kano,Digital tablet,45-54,Non-binary,Refugee,English,2026-05-09 17:29:07,KoboToolbox
R000743,S0006,2024-04-02,NG,G0008,Kaduna,Phone interview,35-44,Male,Refugee,English,2026-05-09 17:29:07,KoboToolbox
