score_id,response_id,survey_id,geo_id,dimension_id,submission_date,response_value,normalised_score,weight_applied,is_validated
SC0008848,R000738,S0006,G0008,D004,2024-04-02,2,25.0,1.0,True
SC0008849,R000738,S0006,G0008,D005,2024-04-02,2,25.0,1.0,True
SC0008850,R000738,S0006,G0008,D006,2024-04-02,3,50.0,1.0,True
SC0008851,R000738,S0006,G0008,D007,2024-04-02,4,75.0,1.0,True
SC0008852,R000738,S0006,G0008,D008,2024-04-02,2,25.0,1.0,True
SC0008853,R000738,S0006,G0008,D009,2024-04-02,1,0.0,1.0,True
SC0008854,R000738,S0006,G0008,D010,2024-04-02,1,0.0,1.0,True
SC0008855,R000738,S0006,G0008,D011,2024-04-02,2,25.0,1.0,True
SC0008856,R000738,S0006,G0008,D012,2024-04-02,2,25.0,1.0,True
SC0008857,R000739,S0006,G0006,D001,2024-04-02,3,50.0,1.0,True
SC0008858,R000739,S0006,G0006,D002,2024-04-02,3,50.0,1.0,True
SC0008859,R000739,S0006,G0006,D003,2024-04-02,2,25.0,1.0,True
SC0008860,R000739,S0006,G0006,D004,2024-04-02,1,0.0,1.0,True
SC0008861,R000739,S0006,G0006,D005,2024-04-02,3,50.0,1.0,True
SC0008862,R000739,S0006,G0006,D006,2024-04-02,3,50.0,1.0,True
SC0008863,R000739,S0006,G0006,D007,2024-04-02,2,25.0,1.0,True
SC0008864,R000739,S0006,G0006,D008,2024-04-02,1,0.0,1.0,True
SC0008865,R000739,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0008866,R000739,S0006,G0006,D010,2024-04-02,3,50.0,1.0,True
SC0008867,R000739,S0006,G0006,D011,2024-04-02,3,50.0,1.0,True
SC0008868,R000739,S0006,G0006,D012,2024-04-02,2,25.0,1.0,True
SC0008869,R000740,S0006,G0006,D001,2024-04-02,3,50.0,1.0,True
SC0008870,R000740,S0006,G0006,D002,2024-04-02,2,25.0,1.0,True
SC0008871,R000740,S0006,G0006,D003,2024-04-02,4,75.0,1.0,True
SC0008872,R000740,S0006,G0006,D004,2024-04-02,2,25.0,1.0,True
SC0008873,R000740,S0006,G0006,D005,2024-04-02,1,0.0,1.0,True
SC0008874,R000740,S0006,G0006,D006,2024-04-02,2,25.0,1.0,True
SC0008875,R000740,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0008876,R000740,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0008877,R000740,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0008878,R000740,S0006,G0006,D010,2024-04-02,1,0.0,1.0,True
SC0008879,R000740,S0006,G0006,D011,2024-04-02,3,50.0,1.0,True
SC0008880,R000740,S0006,G0006,D012,2024-04-02,2,25.0,1.0,True
SC0008881,R000741,S0006,G0005,D001,2024-04-02,1,0.0,1.0,True
SC0008882,R000741,S0006,G0005,D002,2024-04-02,3,50.0,1.0,True
SC0008883,R000741,S0006,G0005,D003,2024-04-02,4,75.0,1.0,True
SC0008884,R000741,S0006,G0005,D004,2024-04-02,2,25.0,1.0,True
SC0008885,R000741,S0006,G0005,D005,2024-04-02,4,75.0,1.0,True
SC0008886,R000741,S0006,G0005,D006,2024-04-02,3,50.0,1.0,True
SC0008887,R000741,S0006,G0005,D007,2024-04-02,3,50.0,1.0,True
SC0008888,R000741,S0006,G0005,D008,2024-04-02,3,50.0,1.0,True
SC0008889,R000741,S0006,G0005,D009,2024-04-02,3,50.0,1.0,True
SC0008890,R000741,S0006,G0005,D010,2024-04-02,2,25.0,1.0,True
SC0008891,R000741,S0006,G0005,D011,2024-04-02,2,25.0,1.0,True
SC0008892,R000741,S0006,G0005,D012,2024-04-02,3,50.0,1.0,True
SC0008893,R000742,S0006,G0006,D001,2024-04-02,2,25.0,1.0,True
SC0008894,R000742,S0006,G0006,D002,2024-04-02,2,25.0,1.0,True
SC0008895,R000742,S0006,G0006,D003,2024-04-02,2,25.0,1.0,True
SC0008896,R000742,S0006,G0006,D004,2024-04-02,4,75.0,1.0,True
SC0008897,R000742,S0006,G0006,D005,2024-04-02,3,50.0,1.0,True
SC0008898,R000742,S0006,G0006,D006,2024-04-02,3,50.0,1.0,True
SC0008899,R000742,S0006,G0006,D007,2024-04-02,2,25.0,1.0,True
SC0008900,R000742,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0008901,R000742,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0008902,R000742,S0006,G0006,D010,2024-04-02,3,50.0,1.0,True
SC0008903,R000742,S0006,G0006,D011,2024-04-02,2,25.0,1.0,True
SC0008904,R000742,S0006,G0006,D012,2024-04-02,3,50.0,1.0,True
SC0008905,R000743,S0006,G0008,D001,2024-04-02,2,25.0,1.0,True
SC0008906,R000743,S0006,G0008,D002,2024-04-02,2,25.0,1.0,True
SC0008907,R000743,S0006,G0008,D003,2024-04-02,3,50.0,1.0,True
SC0008908,R000743,S0006,G0008,D004,2024-04-02,1,0.0,1.0,True
SC0008909,R000743,S0006,G0008,D005,2024-04-02,3,50.0,1.0,True
SC0008910,R000743,S0006,G0008,D006,2024-04-02,3,50.0,1.0,True
SC0008911,R000743,S0006,G0008,D007,2024-04-02,2,25.0,1.0,True
SC0008912,R000743,S0006,G0008,D008,2024-04-02,2,25.0,1.0,True
SC0008913,R000743,S0006,G0008,D009,2024-04-02,3,50.0,1.0,True
SC0008914,R000743,S0006,G0008,D010,2024-04-02,3,50.0,1.0,True
SC0008915,R000743,S0006,G0008,D011,2024-04-02,2,25.0,1.0,True
SC0008916,R000743,S0006,G0008,D012,2024-04-02,3,50.0,1.0,True
SC0008917,R000744,S0006,G0006,D001,2024-04-02,4,75.0,1.0,True
SC0008918,R000744,S0006,G0006,D002,2024-04-02,2,25.0,1.0,True
SC0008919,R000744,S0006,G0006,D003,2024-04-02,1,0.0,1.0,True
SC0008920,R000744,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0008921,R000744,S0006,G0006,D005,2024-04-02,4,75.0,1.0,True
SC0008922,R000744,S0006,G0006,D006,2024-04-02,3,50.0,1.0,True
SC0008923,R000744,S0006,G0006,D007,2024-04-02,2,25.0,1.0,True
SC0008924,R000744,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0008925,R000744,S0006,G0006,D009,2024-04-02,2,25.0,1.0,True
SC0008926,R000744,S0006,G0006,D010,2024-04-02,3,50.0,1.0,True
SC0008927,R000744,S0006,G0006,D011,2024-04-02,1,0.0,1.0,True
SC0008928,R000744,S0006,G0006,D012,2024-04-02,2,25.0,1.0,True
SC0008929,R000745,S0006,G0006,D001,2024-04-02,2,25.0,1.0,True
SC0008930,R000745,S0006,G0006,D002,2024-04-02,3,50.0,1.0,True
SC0008931,R000745,S0006,G0006,D003,2024-04-02,3,50.0,1.0,True
SC0008932,R000745,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0008933,R000745,S0006,G0006,D005,2024-04-02,2,25.0,1.0,True
SC0008934,R000745,S0006,G0006,D006,2024-04-02,2,25.0,1.0,True
SC0008935,R000745,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0008936,R000745,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0008937,R000745,S0006,G0006,D009,2024-04-02,2,25.0,1.0,True
SC0008938,R000745,S0006,G0006,D010,2024-04-02,4,75.0,1.0,True
SC0008939,R000745,S0006,G0006,D011,2024-04-02,3,50.0,1.0,True
SC0008940,R000745,S0006,G0006,D012,2024-04-02,2,25.0,1.0,True
SC0008941,R000746,S0006,G0006,D001,2024-04-02,4,75.0,1.0,True
SC0008942,R000746,S0006,G0006,D002,2024-04-02,4,75.0,1.0,True
SC0008943,R000746,S0006,G0006,D003,2024-04-02,3,50.0,1.0,True
SC0008944,R000746,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0008945,R000746,S0006,G0006,D005,2024-04-02,2,25.0,1.0,True
SC0008946,R000746,S0006,G0006,D006,2024-04-02,2,25.0,1.0,True
SC0008947,R000746,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0008948,R000746,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0008949,R000746,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0008950,R000746,S0006,G0006,D010,2024-04-02,3,50.0,1.0,True
SC0008951,R000746,S0006,G0006,D011,2024-04-02,3,50.0,1.0,True
SC0008952,R000746,S0006,G0006,D012,2024-04-02,1,0.0,1.0,True
SC0008953,R000747,S0006,G0008,D001,2024-04-02,2,25.0,1.0,True
SC0008954,R000747,S0006,G0008,D002,2024-04-02,2,25.0,1.0,True
SC0008955,R000747,S0006,G0008,D003,2024-04-02,3,50.0,1.0,True
SC0008956,R000747,S0006,G0008,D004,2024-04-02,3,50.0,1.0,True
SC0008957,R000747,S0006,G0008,D005,2024-04-02,1,0.0,1.0,True
SC0008958,R000747,S0006,G0008,D006,2024-04-02,2,25.0,1.0,True
SC0008959,R000747,S0006,G0008,D007,2024-04-02,4,75.0,1.0,True
SC0008960,R000747,S0006,G0008,D008,2024-04-02,3,50.0,1.0,True
SC0008961,R000747,S0006,G0008,D009,2024-04-02,3,50.0,1.0,True
SC0008962,R000747,S0006,G0008,D010,2024-04-02,2,25.0,1.0,True
SC0008963,R000747,S0006,G0008,D011,2024-04-02,3,50.0,1.0,True
SC0008964,R000747,S0006,G0008,D012,2024-04-02,2,25.0,1.0,True
SC0008965,R000748,S0006,G0006,D001,2024-04-02,3,50.0,1.0,True
SC0008966,R000748,S0006,G0006,D002,2024-04-02,2,25.0,1.0,True
SC0008967,R000748,S0006,G0006,D003,2024-04-02,3,50.0,1.0,True
SC0008968,R000748,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0008969,R000748,S0006,G0006,D005,2024-04-02,3,50.0,1.0,True
SC0008970,R000748,S0006,G0006,D006,2024-04-02,4,75.0,1.0,True
SC0008971,R000748,S0006,G0006,D007,2024-04-02,2,25.0,1.0,True
SC0008972,R000748,S0006,G0006,D008,2024-04-02,4,75.0,1.0,True
SC0008973,R000748,S0006,G0006,D009,2024-04-02,2,25.0,1.0,True
SC0008974,R000748,S0006,G0006,D010,2024-04-02,3,50.0,1.0,True
SC0008975,R000748,S0006,G0006,D011,2024-04-02,3,50.0,1.0,True
SC0008976,R000748,S0006,G0006,D012,2024-04-02,2,25.0,1.0,True
SC0008977,R000749,S0006,G0006,D001,2024-04-02,3,50.0,1.0,True
SC0008978,R000749,S0006,G0006,D002,2024-04-02,3,50.0,1.0,True
SC0008979,R000749,S0006,G0006,D003,2024-04-02,3,50.0,1.0,True
SC0008980,R000749,S0006,G0006,D004,2024-04-02,2,25.0,1.0,True
SC0008981,R000749,S0006,G0006,D005,2024-04-02,2,25.0,1.0,True
SC0008982,R000749,S0006,G0006,D006,2024-04-02,3,50.0,1.0,True
SC0008983,R000749,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0008984,R000749,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0008985,R000749,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0008986,R000749,S0006,G0006,D010,2024-04-02,4,75.0,1.0,True
SC0008987,R000749,S0006,G0006,D011,2024-04-02,2,25.0,1.0,True
SC0008988,R000749,S0006,G0006,D012,2024-04-02,2,25.0,1.0,True
SC0008989,R000750,S0006,G0006,D001,2024-04-02,4,75.0,1.0,True
SC0008990,R000750,S0006,G0006,D002,2024-04-02,2,25.0,1.0,True
SC0008991,R000750,S0006,G0006,D003,2024-04-02,4,75.0,1.0,True
SC0008992,R000750,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0008993,R000750,S0006,G0006,D005,2024-04-02,2,25.0,1.0,True
SC0008994,R000750,S0006,G0006,D006,2024-04-02,1,0.0,1.0,True
SC0008995,R000750,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0008996,R000750,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0008997,R000750,S0006,G0006,D009,2024-04-02,4,75.0,1.0,True
SC0008998,R000750,S0006,G0006,D010,2024-04-02,4,75.0,1.0,True
SC0008999,R000750,S0006,G0006,D011,2024-04-02,2,25.0,1.0,True
SC0009000,R000750,S0006,G0006,D012,2024-04-02,3,50.0,1.0,True
SC0009001,R000751,S0006,G0008,D001,2024-04-02,3,50.0,1.0,True
SC0009002,R000751,S0006,G0008,D002,2024-04-02,4,75.0,1.0,True
SC0009003,R000751,S0006,G0008,D003,2024-04-02,3,50.0,1.0,True
SC0009004,R000751,S0006,G0008,D004,2024-04-02,1,0.0,1.0,True
SC0009005,R000751,S0006,G0008,D005,2024-04-02,2,25.0,1.0,True
SC0009006,R000751,S0006,G0008,D006,2024-04-02,1,0.0,1.0,True
SC0009007,R000751,S0006,G0008,D007,2024-04-02,3,50.0,1.0,True
SC0009008,R000751,S0006,G0008,D008,2024-04-02,4,75.0,1.0,True
SC0009009,R000751,S0006,G0008,D009,2024-04-02,3,50.0,1.0,True
SC0009010,R000751,S0006,G0008,D010,2024-04-02,3,50.0,1.0,True
SC0009011,R000751,S0006,G0008,D011,2024-04-02,3,50.0,1.0,True
SC0009012,R000751,S0006,G0008,D012,2024-04-02,1,0.0,1.0,True
SC0009013,R000752,S0006,G0005,D001,2024-04-02,1,0.0,1.0,True
SC0009014,R000752,S0006,G0005,D002,2024-04-02,3,50.0,1.0,True
SC0009015,R000752,S0006,G0005,D003,2024-04-02,3,50.0,1.0,True
SC0009016,R000752,S0006,G0005,D004,2024-04-02,2,25.0,1.0,True
SC0009017,R000752,S0006,G0005,D005,2024-04-02,1,0.0,1.0,True
SC0009018,R000752,S0006,G0005,D006,2024-04-02,2,25.0,1.0,True
SC0009019,R000752,S0006,G0005,D007,2024-04-02,3,50.0,1.0,True
SC0009020,R000752,S0006,G0005,D008,2024-04-02,3,50.0,1.0,True
SC0009021,R000752,S0006,G0005,D009,2024-04-02,3,50.0,1.0,True
SC0009022,R000752,S0006,G0005,D010,2024-04-02,4,75.0,1.0,True
SC0009023,R000752,S0006,G0005,D011,2024-04-02,2,25.0,1.0,True
SC0009024,R000752,S0006,G0005,D012,2024-04-02,3,50.0,1.0,True
SC0009025,R000753,S0006,G0006,D001,2024-04-02,3,50.0,1.0,True
SC0009026,R000753,S0006,G0006,D002,2024-04-02,3,50.0,1.0,True
SC0009027,R000753,S0006,G0006,D003,2024-04-02,2,25.0,1.0,True
SC0009028,R000753,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0009029,R000753,S0006,G0006,D005,2024-04-02,3,50.0,1.0,True
SC0009030,R000753,S0006,G0006,D006,2024-04-02,2,25.0,1.0,True
SC0009031,R000753,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0009032,R000753,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0009033,R000753,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0009034,R000753,S0006,G0006,D010,2024-04-02,1,0.0,1.0,True
SC0009035,R000753,S0006,G0006,D011,2024-04-02,2,25.0,1.0,True
SC0009036,R000753,S0006,G0006,D012,2024-04-02,3,50.0,1.0,True
SC0009037,R000754,S0006,G0006,D001,2024-04-02,3,50.0,1.0,True
SC0009038,R000754,S0006,G0006,D002,2024-04-02,4,75.0,1.0,True
SC0009039,R000754,S0006,G0006,D003,2024-04-02,3,50.0,1.0,True
SC0009040,R000754,S0006,G0006,D004,2024-04-02,2,25.0,1.0,True
SC0009041,R000754,S0006,G0006,D005,2024-04-02,3,50.0,1.0,True
SC0009042,R000754,S0006,G0006,D006,2024-04-02,3,50.0,1.0,True
SC0009043,R000754,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0009044,R000754,S0006,G0006,D008,2024-04-02,1,0.0,1.0,True
SC0009045,R000754,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0009046,R000754,S0006,G0006,D010,2024-04-02,1,0.0,1.0,True
SC0009047,R000754,S0006,G0006,D011,2024-04-02,3,50.0,1.0,True
SC0009048,R000754,S0006,G0006,D012,2024-04-02,2,25.0,1.0,True
SC0009049,R000755,S0006,G0005,D001,2024-04-02,3,50.0,1.0,True
SC0009050,R000755,S0006,G0005,D002,2024-04-02,4,75.0,1.0,True
SC0009051,R000755,S0006,G0005,D003,2024-04-02,3,50.0,1.0,True
SC0009052,R000755,S0006,G0005,D004,2024-04-02,1,0.0,1.0,True
SC0009053,R000755,S0006,G0005,D005,2024-04-02,2,25.0,1.0,True
SC0009054,R000755,S0006,G0005,D006,2024-04-02,2,25.0,1.0,True
SC0009055,R000755,S0006,G0005,D007,2024-04-02,1,0.0,1.0,True
SC0009056,R000755,S0006,G0005,D008,2024-04-02,2,25.0,1.0,True
SC0009057,R000755,S0006,G0005,D009,2024-04-02,3,50.0,1.0,True
SC0009058,R000755,S0006,G0005,D010,2024-04-02,2,25.0,1.0,True
SC0009059,R000755,S0006,G0005,D011,2024-04-02,1,0.0,1.0,True
SC0009060,R000755,S0006,G0005,D012,2024-04-02,3,50.0,1.0,True
SC0009061,R000756,S0006,G0007,D001,2024-04-02,3,50.0,1.0,True
SC0009062,R000756,S0006,G0007,D002,2024-04-02,3,50.0,1.0,True
SC0009063,R000756,S0006,G0007,D003,2024-04-02,3,50.0,1.0,True
SC0009064,R000756,S0006,G0007,D004,2024-04-02,2,25.0,1.0,True
SC0009065,R000756,S0006,G0007,D005,2024-04-02,3,50.0,1.0,True
SC0009066,R000756,S0006,G0007,D006,2024-04-02,2,25.0,1.0,True
SC0009067,R000756,S0006,G0007,D007,2024-04-02,2,25.0,1.0,True
SC0009068,R000756,S0006,G0007,D008,2024-04-02,3,50.0,1.0,True
SC0009069,R000756,S0006,G0007,D009,2024-04-02,4,75.0,1.0,True
SC0009070,R000756,S0006,G0007,D010,2024-04-02,3,50.0,1.0,True
SC0009071,R000756,S0006,G0007,D011,2024-04-02,3,50.0,1.0,True
SC0009072,R000756,S0006,G0007,D012,2024-04-02,2,25.0,1.0,True
SC0009073,R000757,S0006,G0006,D001,2024-04-02,2,25.0,1.0,True
SC0009074,R000757,S0006,G0006,D002,2024-04-02,4,75.0,1.0,True
SC0009075,R000757,S0006,G0006,D003,2024-04-02,4,75.0,1.0,True
SC0009076,R000757,S0006,G0006,D004,2024-04-02,4,75.0,1.0,True
SC0009077,R000757,S0006,G0006,D005,2024-04-02,2,25.0,1.0,True
SC0009078,R000757,S0006,G0006,D006,2024-04-02,1,0.0,1.0,True
SC0009079,R000757,S0006,G0006,D007,2024-04-02,2,25.0,1.0,True
SC0009080,R000757,S0006,G0006,D008,2024-04-02,1,0.0,1.0,True
SC0009081,R000757,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0009082,R000757,S0006,G0006,D010,2024-04-02,4,75.0,1.0,True
SC0009083,R000757,S0006,G0006,D011,2024-04-02,2,25.0,1.0,True
SC0009084,R000757,S0006,G0006,D012,2024-04-02,3,50.0,1.0,True
SC0009085,R000758,S0006,G0005,D001,2024-04-02,4,75.0,1.0,True
SC0009086,R000758,S0006,G0005,D002,2024-04-02,2,25.0,1.0,True
SC0009087,R000758,S0006,G0005,D003,2024-04-02,4,75.0,1.0,True
SC0009088,R000758,S0006,G0005,D004,2024-04-02,4,75.0,1.0,True
SC0009089,R000758,S0006,G0005,D005,2024-04-02,2,25.0,1.0,True
SC0009090,R000758,S0006,G0005,D006,2024-04-02,2,25.0,1.0,True
SC0009091,R000758,S0006,G0005,D007,2024-04-02,3,50.0,1.0,True
SC0009092,R000758,S0006,G0005,D008,2024-04-02,3,50.0,1.0,True
SC0009093,R000758,S0006,G0005,D009,2024-04-02,2,25.0,1.0,True
SC0009094,R000758,S0006,G0005,D010,2024-04-02,3,50.0,1.0,True
SC0009095,R000758,S0006,G0005,D011,2024-04-02,3,50.0,1.0,True
SC0009096,R000758,S0006,G0005,D012,2024-04-02,3,50.0,1.0,True
SC0009097,R000759,S0006,G0008,D001,2024-04-02,2,25.0,1.0,True
SC0009098,R000759,S0006,G0008,D002,2024-04-02,2,25.0,1.0,True
SC0009099,R000759,S0006,G0008,D003,2024-04-02,3,50.0,1.0,True
SC0009100,R000759,S0006,G0008,D004,2024-04-02,2,25.0,1.0,True
SC0009101,R000759,S0006,G0008,D005,2024-04-02,2,25.0,1.0,True
SC0009102,R000759,S0006,G0008,D006,2024-04-02,3,50.0,1.0,True
SC0009103,R000759,S0006,G0008,D007,2024-04-02,3,50.0,1.0,True
SC0009104,R000759,S0006,G0008,D008,2024-04-02,4,75.0,1.0,True
SC0009105,R000759,S0006,G0008,D009,2024-04-02,2,25.0,1.0,True
SC0009106,R000759,S0006,G0008,D010,2024-04-02,2,25.0,1.0,True
SC0009107,R000759,S0006,G0008,D011,2024-04-02,3,50.0,1.0,True
SC0009108,R000759,S0006,G0008,D012,2024-04-02,3,50.0,1.0,True
SC0009109,R000760,S0006,G0006,D001,2024-04-02,4,75.0,1.0,True
SC0009110,R000760,S0006,G0006,D002,2024-04-02,3,50.0,1.0,True
SC0009111,R000760,S0006,G0006,D003,2024-04-02,4,75.0,1.0,True
SC0009112,R000760,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0009113,R000760,S0006,G0006,D005,2024-04-02,3,50.0,1.0,True
SC0009114,R000760,S0006,G0006,D006,2024-04-02,2,25.0,1.0,True
SC0009115,R000760,S0006,G0006,D007,2024-04-02,3,50.0,1.0,True
SC0009116,R000760,S0006,G0006,D008,2024-04-02,4,75.0,1.0,True
SC0009117,R000760,S0006,G0006,D009,2024-04-02,4,75.0,1.0,True
SC0009118,R000760,S0006,G0006,D010,2024-04-02,3,50.0,1.0,True
SC0009119,R000760,S0006,G0006,D011,2024-04-02,2,25.0,1.0,True
SC0009120,R000760,S0006,G0006,D012,2024-04-02,4,75.0,1.0,True
SC0009121,R000761,S0006,G0005,D001,2024-04-02,1,0.0,1.0,True
SC0009122,R000761,S0006,G0005,D002,2024-04-02,2,25.0,1.0,True
SC0009123,R000761,S0006,G0005,D003,2024-04-02,3,50.0,1.0,True
SC0009124,R000761,S0006,G0005,D004,2024-04-02,2,25.0,1.0,True
SC0009125,R000761,S0006,G0005,D005,2024-04-02,3,50.0,1.0,True
SC0009126,R000761,S0006,G0005,D006,2024-04-02,2,25.0,1.0,True
SC0009127,R000761,S0006,G0005,D007,2024-04-02,3,50.0,1.0,True
SC0009128,R000761,S0006,G0005,D008,2024-04-02,2,25.0,1.0,True
SC0009129,R000761,S0006,G0005,D009,2024-04-02,3,50.0,1.0,True
SC0009130,R000761,S0006,G0005,D010,2024-04-02,3,50.0,1.0,True
SC0009131,R000761,S0006,G0005,D011,2024-04-02,3,50.0,1.0,True
SC0009132,R000761,S0006,G0005,D012,2024-04-02,4,75.0,1.0,True
SC0009133,R000762,S0006,G0007,D001,2024-04-02,3,50.0,1.0,True
SC0009134,R000762,S0006,G0007,D002,2024-04-02,3,50.0,1.0,True
SC0009135,R000762,S0006,G0007,D003,2024-04-02,2,25.0,1.0,True
SC0009136,R000762,S0006,G0007,D004,2024-04-02,2,25.0,1.0,True
SC0009137,R000762,S0006,G0007,D005,2024-04-02,2,25.0,1.0,True
SC0009138,R000762,S0006,G0007,D006,2024-04-02,3,50.0,1.0,True
SC0009139,R000762,S0006,G0007,D007,2024-04-02,2,25.0,1.0,True
SC0009140,R000762,S0006,G0007,D008,2024-04-02,3,50.0,1.0,True
SC0009141,R000762,S0006,G0007,D009,2024-04-02,3,50.0,1.0,True
SC0009142,R000762,S0006,G0007,D010,2024-04-02,2,25.0,1.0,True
SC0009143,R000762,S0006,G0007,D011,2024-04-02,3,50.0,1.0,True
SC0009144,R000762,S0006,G0007,D012,2024-04-02,2,25.0,1.0,True
SC0009145,R000763,S0006,G0005,D001,2024-04-02,2,25.0,1.0,True
SC0009146,R000763,S0006,G0005,D002,2024-04-02,1,0.0,1.0,True
SC0009147,R000763,S0006,G0005,D003,2024-04-02,3,50.0,1.0,True
SC0009148,R000763,S0006,G0005,D004,2024-04-02,2,25.0,1.0,True
SC0009149,R000763,S0006,G0005,D005,2024-04-02,2,25.0,1.0,True
SC0009150,R000763,S0006,G0005,D006,2024-04-02,3,50.0,1.0,True
SC0009151,R000763,S0006,G0005,D007,2024-04-02,3,50.0,1.0,True
SC0009152,R000763,S0006,G0005,D008,2024-04-02,3,50.0,1.0,True
SC0009153,R000763,S0006,G0005,D009,2024-04-02,4,75.0,1.0,True
SC0009154,R000763,S0006,G0005,D010,2024-04-02,3,50.0,1.0,True
SC0009155,R000763,S0006,G0005,D011,2024-04-02,2,25.0,1.0,True
SC0009156,R000763,S0006,G0005,D012,2024-04-02,2,25.0,1.0,True
SC0009157,R000764,S0006,G0007,D001,2024-04-02,3,50.0,1.0,True
SC0009158,R000764,S0006,G0007,D002,2024-04-02,3,50.0,1.0,True
SC0009159,R000764,S0006,G0007,D003,2024-04-02,4,75.0,1.0,True
SC0009160,R000764,S0006,G0007,D004,2024-04-02,3,50.0,1.0,True
SC0009161,R000764,S0006,G0007,D005,2024-04-02,2,25.0,1.0,True
SC0009162,R000764,S0006,G0007,D006,2024-04-02,2,25.0,1.0,True
SC0009163,R000764,S0006,G0007,D007,2024-04-02,3,50.0,1.0,True
SC0009164,R000764,S0006,G0007,D008,2024-04-02,4,75.0,1.0,True
SC0009165,R000764,S0006,G0007,D009,2024-04-02,4,75.0,1.0,True
SC0009166,R000764,S0006,G0007,D010,2024-04-02,2,25.0,1.0,True
SC0009167,R000764,S0006,G0007,D011,2024-04-02,1,0.0,1.0,True
SC0009168,R000764,S0006,G0007,D012,2024-04-02,2,25.0,1.0,True
SC0009169,R000765,S0006,G0005,D001,2024-04-02,3,50.0,1.0,True
SC0009170,R000765,S0006,G0005,D002,2024-04-02,3,50.0,1.0,True
SC0009171,R000765,S0006,G0005,D003,2024-04-02,2,25.0,1.0,True
SC0009172,R000765,S0006,G0005,D004,2024-04-02,2,25.0,1.0,True
SC0009173,R000765,S0006,G0005,D005,2024-04-02,3,50.0,1.0,True
SC0009174,R000765,S0006,G0005,D006,2024-04-02,1,0.0,1.0,True
SC0009175,R000765,S0006,G0005,D007,2024-04-02,4,75.0,1.0,True
SC0009176,R000765,S0006,G0005,D008,2024-04-02,2,25.0,1.0,True
SC0009177,R000765,S0006,G0005,D009,2024-04-02,4,75.0,1.0,True
SC0009178,R000765,S0006,G0005,D010,2024-04-02,2,25.0,1.0,True
SC0009179,R000765,S0006,G0005,D011,2024-04-02,2,25.0,1.0,True
SC0009180,R000765,S0006,G0005,D012,2024-04-02,2,25.0,1.0,True
SC0009181,R000766,S0006,G0006,D001,2024-04-02,3,50.0,1.0,True
SC0009182,R000766,S0006,G0006,D002,2024-04-02,2,25.0,1.0,True
SC0009183,R000766,S0006,G0006,D003,2024-04-02,3,50.0,1.0,True
SC0009184,R000766,S0006,G0006,D004,2024-04-02,3,50.0,1.0,True
SC0009185,R000766,S0006,G0006,D005,2024-04-02,2,25.0,1.0,True
SC0009186,R000766,S0006,G0006,D006,2024-04-02,2,25.0,1.0,True
SC0009187,R000766,S0006,G0006,D007,2024-04-02,1,0.0,1.0,True
SC0009188,R000766,S0006,G0006,D008,2024-04-02,3,50.0,1.0,True
SC0009189,R000766,S0006,G0006,D009,2024-04-02,3,50.0,1.0,True
SC0009190,R000766,S0006,G0006,D010,2024-04-02,4,75.0,1.0,True
SC0009191,R000766,S0006,G0006,D011,2024-04-02,2,25.0,1.0,True
SC0009192,R000766,S0006,G0006,D012,2024-04-02,1,0.0,1.0,True
SC0009193,R000767,S0006,G0007,D001,2024-04-02,3,50.0,1.0,True
SC0009194,R000767,S0006,G0007,D002,2024-04-02,3,50.0,1.0,True
SC0009195,R000767,S0006,G0007,D003,2024-04-02,2,25.0,1.0,True
