qualitative_id,response_id,survey_id,geo_id,submission_date,free_text_response,language,sentiment_score,sentiment_label,theme_code,theme_label,nlp_confidence_score,human_validated,rumour_flag,ingested_at
Q000457,R001145,S0009,G0012,2024-01-15,We trust them somewhat but have had issues in the past,English,0.012,neutral,RESOURCE_ALLOCATION,Resource allocation,0.776,True,False,2026-05-09 17:29:07
Q000458,R001146,S0009,G0011,2024-01-15,They listened to our needs and responded accordingly,English,0.718,positive,COMMUNICATION_QUALITY,Communication quality,0.795,True,False,2026-05-09 17:29:07
Q000459,R001149,S0009,G0009,2024-01-15,We trust them somewhat but have had issues in the past,English,-0.022,neutral,COMMUNICATION_QUALITY,Communication quality,0.919,True,False,2026-05-09 17:29:07
Q000460,R001152,S0009,G0009,2024-01-15,We heard the aid was being sold rather than distributed,English,-0.292,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.935,True,True,2026-05-09 17:29:07
Q000461,R001153,S0009,G0011,2024-01-15,We have heard mixed things about the organisation,English,-0.18,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.807,True,False,2026-05-09 17:29:07
Q000462,R001155,S0009,G0011,2024-01-15,The team visited but we are not sure what happens next,English,-0.166,neutral,ACCESS_TO_SERVICES,Access to services,0.837,True,False,2026-05-09 17:29:07
Q000463,R001159,S0009,G0010,2024-01-15,The process was not transparent and we could not ask questions,English,-0.79,negative,RESPONSE_SPEED,Response speed,0.899,True,False,2026-05-09 17:29:07
Q000464,R001160,S0009,G0010,2024-01-15,Some families were excluded without explanation,English,-0.822,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.911,False,False,2026-05-09 17:29:07
Q000465,R001161,S0009,G0012,2024-01-15,We have heard mixed things about the organisation,English,0.184,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.846,True,False,2026-05-09 17:29:07
Q000466,R001165,S0009,G0012,2024-01-15,The Red Cross team was very helpful and respectful to our community,English,0.967,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.815,True,False,2026-05-09 17:29:07
Q000467,R001166,S0009,G0009,2024-01-15,We have heard mixed things about the organisation,English,0.236,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.801,False,False,2026-05-09 17:29:07
Q000468,R001173,S0009,G0009,2024-01-15,They listened to our needs and responded accordingly,English,0.594,positive,RESOURCE_ALLOCATION,Resource allocation,0.936,False,False,2026-05-09 17:29:07
Q000469,R001183,S0009,G0012,2024-01-15,We have heard mixed things about the organisation,English,0.006,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.752,False,False,2026-05-09 17:29:07
Q000470,R001185,S0009,G0012,2024-01-15,Distribution was fair and transparent,English,0.889,positive,RESOURCE_ALLOCATION,Resource allocation,0.947,False,False,2026-05-09 17:29:07
Q000471,R001191,S0009,G0010,2024-01-15,Staff communicated clearly about what aid was available,English,0.319,positive,RESOURCE_ALLOCATION,Resource allocation,0.971,True,False,2026-05-09 17:29:07
Q000472,R001193,S0009,G0011,2024-01-15,We trust them somewhat but have had issues in the past,English,0.19,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.935,True,False,2026-05-09 17:29:07
Q000473,R001195,S0009,G0009,2024-01-15,Staff communicated clearly about what aid was available,English,0.365,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.953,True,False,2026-05-09 17:29:07
Q000474,R001196,S0009,G0012,2024-01-15,We received some help but not everything we needed,English,-0.095,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.84,False,False,2026-05-09 17:29:07
Q000475,R001199,S0009,G0009,2024-01-15,The Red Cross team was very helpful and respectful to our community,English,0.663,positive,AID_DISTRIBUTION,Aid distribution,0.802,False,False,2026-05-09 17:29:07
Q000476,R001200,S0009,G0009,2024-01-15,The team visited but we are not sure what happens next,English,-0.066,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.798,True,False,2026-05-09 17:29:07
Q000477,R001205,S0009,G0011,2024-01-15,We received food and medicine quickly after the flood,English,0.615,positive,STAFF_BEHAVIOUR,Staff behaviour,0.98,False,False,2026-05-09 17:29:07
Q000478,R001206,S0009,G0012,2024-01-15,Distribution was fair and transparent,English,0.601,positive,AID_DISTRIBUTION,Aid distribution,0.836,True,False,2026-05-09 17:29:07
Q000479,R001207,S0009,G0010,2024-01-15,The Red Cross team was very helpful and respectful to our community,English,0.802,positive,AID_DISTRIBUTION,Aid distribution,0.862,False,False,2026-05-09 17:29:07
Q000480,R001208,S0009,G0010,2024-01-15,The volunteers were trained and professional,English,0.801,positive,STAFF_BEHAVIOUR,Staff behaviour,0.888,False,False,2026-05-09 17:29:07
Q000481,R001209,S0009,G0012,2024-01-15,We did not receive any information about the aid distribution,English,-0.208,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.779,False,False,2026-05-09 17:29:07
Q000482,R001211,S0009,G0011,2024-01-15,We have heard mixed things about the organisation,English,-0.181,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.97,True,False,2026-05-09 17:29:07
Q000483,R001214,S0009,G0011,2024-01-15,We have heard mixed things about the organisation,English,0.224,neutral,AID_DISTRIBUTION,Aid distribution,0.952,True,False,2026-05-09 17:29:07
Q000484,R001215,S0009,G0009,2024-01-15,We trust them to help us in times of crisis,English,0.458,positive,STAFF_BEHAVIOUR,Staff behaviour,0.796,False,False,2026-05-09 17:29:07
Q000485,R001216,S0009,G0009,2024-01-15,The volunteers were trained and professional,English,0.531,positive,RESOURCE_ALLOCATION,Resource allocation,0.94,False,False,2026-05-09 17:29:07
Q000486,R001217,S0009,G0011,2024-01-15,The response was okay but could have been faster,English,0.244,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.903,True,False,2026-05-09 17:29:07
Q000487,R001218,S0009,G0010,2024-01-15,The team visited but we are not sure what happens next,English,-0.154,neutral,RESOURCE_ALLOCATION,Resource allocation,0.921,False,False,2026-05-09 17:29:07
Q000488,R001226,S0009,G0010,2024-01-15,The process was not transparent and we could not ask questions,English,-0.718,negative,RESPONSE_SPEED,Response speed,0.972,True,False,2026-05-09 17:29:07
Q000489,R001228,S0009,G0011,2024-01-15,We felt our community was not prioritised compared to others,English,-0.845,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.847,False,False,2026-05-09 17:29:07
Q000490,R001230,S0009,G0010,2024-01-15,We received food and medicine quickly after the flood,English,0.493,positive,RESOURCE_ALLOCATION,Resource allocation,0.918,False,False,2026-05-09 17:29:07
Q000491,R001232,S0010,G0011,2024-04-24,The process was not transparent and we could not ask questions,English,-0.409,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.791,True,False,2026-05-09 17:29:07
Q000492,R001235,S0010,G0009,2024-04-24,We did not receive any information about the aid distribution,English,-0.609,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.863,True,False,2026-05-09 17:29:07
Q000493,R001238,S0010,G0011,2024-04-24,Distribution was fair and transparent,English,0.511,positive,COMMUNICATION_QUALITY,Communication quality,0.964,False,False,2026-05-09 17:29:07
Q000494,R001240,S0010,G0010,2024-04-24,We have heard mixed things about the organisation,English,-0.02,neutral,AID_DISTRIBUTION,Aid distribution,0.797,False,False,2026-05-09 17:29:07
Q000495,R001241,S0010,G0009,2024-04-24,Some people got assistance but others did not,English,0.244,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.891,False,False,2026-05-09 17:29:07
Q000496,R001242,S0010,G0011,2024-04-24,The response was okay but could have been faster,English,0.284,neutral,RESPONSE_SPEED,Response speed,0.819,True,False,2026-05-09 17:29:07
Q000497,R001249,S0010,G0010,2024-04-24,There were rumours that staff were taking goods for themselves,English,-0.801,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.851,True,True,2026-05-09 17:29:07
Q000498,R001251,S0010,G0011,2024-04-24,Communication was poor and we did not know who to contact,English,-0.756,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.886,False,False,2026-05-09 17:29:07
Q000499,R001254,S0010,G0012,2024-04-24,The volunteers were trained and professional,English,0.851,positive,RESOURCE_ALLOCATION,Resource allocation,0.873,True,False,2026-05-09 17:29:07
Q000500,R001256,S0010,G0012,2024-04-24,We received some help but not everything we needed,English,-0.033,neutral,AID_DISTRIBUTION,Aid distribution,0.947,False,False,2026-05-09 17:29:07
Q000501,R001259,S0010,G0009,2024-04-24,We received food and medicine quickly after the flood,English,0.664,positive,AID_DISTRIBUTION,Aid distribution,0.799,False,False,2026-05-09 17:29:07
Q000502,R001260,S0010,G0009,2024-04-24,The response came too late after the emergency,English,-0.344,negative,ACCESS_TO_SERVICES,Access to services,0.812,False,False,2026-05-09 17:29:07
Q000503,R001261,S0010,G0009,2024-04-24,The team visited but we are not sure what happens next,English,-0.115,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.798,False,False,2026-05-09 17:29:07
Q000504,R001264,S0010,G0012,2024-04-24,The volunteers were trained and professional,English,0.324,positive,RESOURCE_ALLOCATION,Resource allocation,0.857,False,False,2026-05-09 17:29:07
Q000505,R001265,S0010,G0010,2024-04-24,They listened to our needs and responded accordingly,English,0.544,positive,RESOURCE_ALLOCATION,Resource allocation,0.844,True,False,2026-05-09 17:29:07
Q000506,R001267,S0010,G0010,2024-04-24,We have heard mixed things about the organisation,English,-0.012,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.895,True,False,2026-05-09 17:29:07
Q000507,R001274,S0010,G0009,2024-04-24,The response was okay but could have been faster,English,0.078,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.811,False,False,2026-05-09 17:29:07
Q000508,R001276,S0010,G0010,2024-04-24,We received some help but not everything we needed,English,-0.02,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.886,True,False,2026-05-09 17:29:07
Q000509,R001280,S0010,G0011,2024-04-24,We did not receive any information about the aid distribution,English,-0.821,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.971,False,False,2026-05-09 17:29:07
Q000510,R001281,S0010,G0012,2024-04-24,Communication was poor and we did not know who to contact,English,-0.681,negative,RESPONSE_SPEED,Response speed,0.881,True,False,2026-05-09 17:29:07
Q000511,R001282,S0010,G0012,2024-04-24,Distribution was fair and transparent,English,0.922,positive,STAFF_BEHAVIOUR,Staff behaviour,0.783,False,False,2026-05-09 17:29:07
Q000512,R001285,S0010,G0009,2024-04-24,We heard the aid was being sold rather than distributed,English,-0.48,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.865,True,True,2026-05-09 17:29:07
Q000513,R001287,S0010,G0012,2024-04-24,Staff communicated clearly about what aid was available,English,0.601,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.882,True,False,2026-05-09 17:29:07
Q000514,R001288,S0010,G0012,2024-04-24,We did not receive any information about the aid distribution,English,-0.809,negative,RESPONSE_SPEED,Response speed,0.891,True,False,2026-05-09 17:29:07
Q000515,R001289,S0010,G0012,2024-04-24,Staff communicated clearly about what aid was available,English,0.498,positive,COMMUNICATION_QUALITY,Communication quality,0.834,True,False,2026-05-09 17:29:07
Q000516,R001299,S0010,G0009,2024-04-24,They kept us informed throughout the process,English,0.331,positive,AID_DISTRIBUTION,Aid distribution,0.841,False,False,2026-05-09 17:29:07
Q000517,R001301,S0010,G0011,2024-04-24,We have heard mixed things about the organisation,English,0.233,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.944,False,False,2026-05-09 17:29:07
Q000518,R001308,S0010,G0011,2024-04-24,Some people got assistance but others did not,English,0.249,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.825,True,False,2026-05-09 17:29:07
Q000519,R001315,S0010,G0009,2024-04-24,We have heard mixed things about the organisation,English,-0.164,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.96,True,False,2026-05-09 17:29:07
Q000520,R001317,S0010,G0011,2024-04-24,Staff communicated clearly about what aid was available,English,0.938,positive,STAFF_BEHAVIOUR,Staff behaviour,0.775,True,False,2026-05-09 17:29:07
Q000521,R001318,S0010,G0011,2024-04-24,We have heard mixed things about the organisation,English,0.181,neutral,AID_DISTRIBUTION,Aid distribution,0.979,True,False,2026-05-09 17:29:07
Q000522,R001320,S0010,G0012,2024-04-24,They listened to our needs and responded accordingly,English,0.859,positive,COMMUNICATION_QUALITY,Communication quality,0.805,False,False,2026-05-09 17:29:07
Q000523,R001321,S0010,G0009,2024-04-24,Some families were excluded without explanation,English,-0.268,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.895,False,False,2026-05-09 17:29:07
Q000524,R001322,S0010,G0012,2024-04-24,We trust them somewhat but have had issues in the past,English,0.092,neutral,COMMUNICATION_QUALITY,Communication quality,0.895,False,False,2026-05-09 17:29:07
Q000525,R001326,S0010,G0012,2024-04-24,We received food and medicine quickly after the flood,English,0.393,positive,RESOURCE_ALLOCATION,Resource allocation,0.97,False,False,2026-05-09 17:29:07
Q000526,R001327,S0010,G0011,2024-04-24,Some people got assistance but others did not,English,0.096,neutral,ACCESS_TO_SERVICES,Access to services,0.776,True,False,2026-05-09 17:29:07
Q000527,R001330,S0010,G0009,2024-04-24,Communication was poor and we did not know who to contact,English,-0.244,negative,RESPONSE_SPEED,Response speed,0.806,False,False,2026-05-09 17:29:07
Q000528,R001331,S0010,G0011,2024-04-24,Staff communicated clearly about what aid was available,English,0.967,positive,STAFF_BEHAVIOUR,Staff behaviour,0.945,True,False,2026-05-09 17:29:07
Q000529,R001332,S0010,G0012,2024-04-24,The volunteers were trained and professional,English,0.492,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.804,True,False,2026-05-09 17:29:07
Q000530,R001335,S0010,G0009,2024-04-24,We trust them to help us in times of crisis,English,0.812,positive,RESOURCE_ALLOCATION,Resource allocation,0.78,False,False,2026-05-09 17:29:07
Q000531,R001338,S0010,G0009,2024-04-24,Communication was poor and we did not know who to contact,English,-0.637,negative,ACCESS_TO_SERVICES,Access to services,0.911,True,False,2026-05-09 17:29:07
Q000532,R001339,S0010,G0011,2024-04-24,We trust them somewhat but have had issues in the past,English,0.219,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.978,True,False,2026-05-09 17:29:07
Q000533,R001346,S0010,G0011,2024-04-24,Some families were excluded without explanation,English,-0.825,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.851,False,False,2026-05-09 17:29:07
Q000534,R001347,S0010,G0011,2024-04-24,We trust them somewhat but have had issues in the past,English,-0.143,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.919,False,False,2026-05-09 17:29:07
Q000535,R001348,S0010,G0012,2024-04-24,We felt our community was not prioritised compared to others,English,-0.951,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.813,False,False,2026-05-09 17:29:07
Q000536,R001349,S0010,G0012,2024-04-24,They kept us informed throughout the process,English,0.81,positive,COMMUNICATION_QUALITY,Communication quality,0.903,True,False,2026-05-09 17:29:07
Q000537,R001356,S0010,G0009,2024-04-24,The response came too late after the emergency,English,-0.774,negative,RESPONSE_SPEED,Response speed,0.805,True,False,2026-05-09 17:29:07
Q000538,R001362,S0011,G0012,2024-07-09,Communication was poor and we did not know who to contact,English,-0.613,negative,ACCESS_TO_SERVICES,Access to services,0.872,False,False,2026-05-09 17:29:07
Q000539,R001365,S0011,G0012,2024-07-09,We received some help but not everything we needed,English,-0.152,neutral,COMMUNICATION_QUALITY,Communication quality,0.8,False,False,2026-05-09 17:29:07
Q000540,R001367,S0011,G0010,2024-07-09,Staff communicated clearly about what aid was available,English,0.326,positive,RESOURCE_ALLOCATION,Resource allocation,0.894,True,False,2026-05-09 17:29:07
Q000541,R001370,S0011,G0009,2024-07-09,We received food and medicine quickly after the flood,English,0.416,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.959,True,False,2026-05-09 17:29:07
Q000542,R001376,S0011,G0010,2024-07-09,They kept us informed throughout the process,English,0.347,positive,STAFF_BEHAVIOUR,Staff behaviour,0.825,True,False,2026-05-09 17:29:07
Q000543,R001377,S0011,G0010,2024-07-09,The response came too late after the emergency,English,-0.947,negative,ACCESS_TO_SERVICES,Access to services,0.962,False,False,2026-05-09 17:29:07
Q000544,R001387,S0011,G0010,2024-07-09,Some people got assistance but others did not,English,0.065,neutral,ACCESS_TO_SERVICES,Access to services,0.952,True,False,2026-05-09 17:29:07
Q000545,R001389,S0011,G0011,2024-07-09,We have heard mixed things about the organisation,English,0.185,neutral,RESPONSE_SPEED,Response speed,0.925,True,False,2026-05-09 17:29:07
Q000546,R001390,S0011,G0010,2024-07-09,They listened to our needs and responded accordingly,English,0.304,positive,COMMUNICATION_QUALITY,Communication quality,0.829,False,False,2026-05-09 17:29:07
Q000547,R001393,S0011,G0009,2024-07-09,We trust them somewhat but have had issues in the past,English,0.175,neutral,AID_DISTRIBUTION,Aid distribution,0.759,True,False,2026-05-09 17:29:07
Q000548,R001395,S0011,G0009,2024-07-09,We heard the aid was being sold rather than distributed,English,-0.476,negative,RESPONSE_SPEED,Response speed,0.83,False,True,2026-05-09 17:29:07
Q000549,R001397,S0011,G0009,2024-07-09,Communication was poor and we did not know who to contact,English,-0.513,negative,ACCESS_TO_SERVICES,Access to services,0.848,True,False,2026-05-09 17:29:07
Q000550,R001398,S0011,G0011,2024-07-09,Some families were excluded without explanation,English,-0.547,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.771,True,False,2026-05-09 17:29:07
Q000551,R001401,S0011,G0010,2024-07-09,The volunteers were trained and professional,English,0.425,positive,AID_DISTRIBUTION,Aid distribution,0.886,False,False,2026-05-09 17:29:07
Q000552,R001403,S0011,G0011,2024-07-09,They kept us informed throughout the process,English,0.881,positive,AID_DISTRIBUTION,Aid distribution,0.759,False,False,2026-05-09 17:29:07
Q000553,R001406,S0011,G0010,2024-07-09,Staff communicated clearly about what aid was available,English,0.633,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.891,False,False,2026-05-09 17:29:07
Q000554,R001408,S0011,G0009,2024-07-09,The team visited but we are not sure what happens next,English,0.257,neutral,RESOURCE_ALLOCATION,Resource allocation,0.789,True,False,2026-05-09 17:29:07
Q000555,R001411,S0011,G0011,2024-07-09,The team visited but we are not sure what happens next,English,0.182,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.776,False,False,2026-05-09 17:29:07
Q000556,R001418,S0011,G0011,2024-07-09,We felt our community was not prioritised compared to others,English,-0.441,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.91,False,False,2026-05-09 17:29:07
Q000557,R001424,S0011,G0009,2024-07-09,We felt our community was not prioritised compared to others,English,-0.879,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.843,False,False,2026-05-09 17:29:07
Q000558,R001425,S0011,G0009,2024-07-09,Some families were excluded without explanation,English,-0.628,negative,RESPONSE_SPEED,Response speed,0.833,True,False,2026-05-09 17:29:07
Q000559,R001430,S0011,G0009,2024-07-09,The volunteers were trained and professional,English,0.438,positive,RESOURCE_ALLOCATION,Resource allocation,0.925,False,False,2026-05-09 17:29:07
Q000560,R001431,S0011,G0012,2024-07-09,There were rumours that staff were taking goods for themselves,English,-0.96,negative,ACCESS_TO_SERVICES,Access to services,0.915,False,True,2026-05-09 17:29:07
Q000561,R001435,S0011,G0012,2024-07-09,We trust them somewhat but have had issues in the past,English,0.047,neutral,RESOURCE_ALLOCATION,Resource allocation,0.833,False,False,2026-05-09 17:29:07
Q000562,R001436,S0011,G0010,2024-07-09,We received food and medicine quickly after the flood,English,0.567,positive,STAFF_BEHAVIOUR,Staff behaviour,0.831,False,False,2026-05-09 17:29:07
Q000563,R001438,S0011,G0009,2024-07-09,They listened to our needs and responded accordingly,English,0.786,positive,STAFF_BEHAVIOUR,Staff behaviour,0.84,False,False,2026-05-09 17:29:07
Q000564,R001440,S0011,G0009,2024-07-09,We trust them to help us in times of crisis,English,0.76,positive,COMMUNICATION_QUALITY,Communication quality,0.814,False,False,2026-05-09 17:29:07
Q000565,R001441,S0011,G0009,2024-07-09,The process was not transparent and we could not ask questions,English,-0.53,negative,ACCESS_TO_SERVICES,Access to services,0.829,False,False,2026-05-09 17:29:07
Q000566,R001442,S0011,G0012,2024-07-09,The process was not transparent and we could not ask questions,English,-0.317,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.801,True,False,2026-05-09 17:29:07
Q000567,R001444,S0011,G0012,2024-07-09,Distribution was fair and transparent,English,0.616,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.757,True,False,2026-05-09 17:29:07
Q000568,R001455,S0011,G0010,2024-07-09,They kept us informed throughout the process,English,0.779,positive,COMMUNICATION_QUALITY,Communication quality,0.755,False,False,2026-05-09 17:29:07
Q000569,R001456,S0011,G0010,2024-07-09,The team visited but we are not sure what happens next,English,-0.039,neutral,RESOURCE_ALLOCATION,Resource allocation,0.766,True,False,2026-05-09 17:29:07
Q000570,R001461,S0011,G0009,2024-07-09,The Red Cross team was very helpful and respectful to our community,English,0.554,positive,RESOURCE_ALLOCATION,Resource allocation,0.901,False,False,2026-05-09 17:29:07
Q000571,R001463,S0011,G0009,2024-07-09,They kept us informed throughout the process,English,0.447,positive,STAFF_BEHAVIOUR,Staff behaviour,0.829,True,False,2026-05-09 17:29:07
Q000572,R001464,S0011,G0012,2024-07-09,The process was not transparent and we could not ask questions,English,-0.44,negative,ACCESS_TO_SERVICES,Access to services,0.816,True,False,2026-05-09 17:29:07
Q000573,R001465,S0011,G0010,2024-07-09,Distribution was fair and transparent,English,0.8,positive,COMMUNICATION_QUALITY,Communication quality,0.977,True,False,2026-05-09 17:29:07
Q000574,R001466,S0011,G0011,2024-07-09,The team visited but we are not sure what happens next,English,-0.127,neutral,RESOURCE_ALLOCATION,Resource allocation,0.956,False,False,2026-05-09 17:29:07
Q000575,R001472,S0011,G0009,2024-07-09,We received food and medicine quickly after the flood,English,0.755,positive,COMMUNICATION_QUALITY,Communication quality,0.87,True,False,2026-05-09 17:29:07
Q000576,R001475,S0011,G0010,2024-07-09,The team visited but we are not sure what happens next,English,-0.18,neutral,ACCESS_TO_SERVICES,Access to services,0.814,False,False,2026-05-09 17:29:07
Q000577,R001479,S0011,G0009,2024-07-09,They listened to our needs and responded accordingly,English,0.719,positive,COMMUNICATION_QUALITY,Communication quality,0.887,False,False,2026-05-09 17:29:07
Q000578,R001481,S0011,G0012,2024-07-09,There were rumours that staff were taking goods for themselves,English,-0.594,negative,ACCESS_TO_SERVICES,Access to services,0.818,False,True,2026-05-09 17:29:07
Q000579,R001483,S0011,G0012,2024-07-09,We have heard mixed things about the organisation,English,0.048,neutral,COMMUNICATION_QUALITY,Communication quality,0.766,False,False,2026-05-09 17:29:07
Q000580,R001486,S0011,G0011,2024-07-09,There were rumours that staff were taking goods for themselves,English,-0.875,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.939,True,True,2026-05-09 17:29:07
Q000581,R001488,S0011,G0011,2024-07-09,Distribution was fair and transparent,English,0.88,positive,COMMUNICATION_QUALITY,Communication quality,0.858,False,False,2026-05-09 17:29:07
Q000582,R001493,S0011,G0010,2024-07-09,Distribution was fair and transparent,English,0.806,positive,RESOURCE_ALLOCATION,Resource allocation,0.863,True,False,2026-05-09 17:29:07
Q000583,R001498,S0011,G0011,2024-07-09,Communication was poor and we did not know who to contact,English,-0.555,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.915,True,False,2026-05-09 17:29:07
Q000584,R001499,S0011,G0009,2024-07-09,The process was not transparent and we could not ask questions,English,-0.71,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.913,False,False,2026-05-09 17:29:07
Q000585,R001501,S0011,G0012,2024-07-09,We did not receive any information about the aid distribution,English,-0.232,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.94,False,False,2026-05-09 17:29:07
Q000586,R001505,S0011,G0010,2024-07-09,We felt our community was not prioritised compared to others,English,-0.288,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.888,True,False,2026-05-09 17:29:07
Q000587,R001510,S0011,G0009,2024-07-09,They listened to our needs and responded accordingly,English,0.761,positive,AID_DISTRIBUTION,Aid distribution,0.823,False,False,2026-05-09 17:29:07
Q000588,R001511,S0011,G0011,2024-07-09,We have heard mixed things about the organisation,English,-0.138,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.756,True,False,2026-05-09 17:29:07
Q000589,R001512,S0011,G0012,2024-07-09,The response was okay but could have been faster,English,0.207,neutral,AID_DISTRIBUTION,Aid distribution,0.983,True,False,2026-05-09 17:29:07
Q000590,R001513,S0011,G0010,2024-07-09,We have heard mixed things about the organisation,English,-0.105,neutral,AID_DISTRIBUTION,Aid distribution,0.942,False,False,2026-05-09 17:29:07
Q000591,R001514,S0011,G0012,2024-07-09,We trust them to help us in times of crisis,English,0.58,positive,STAFF_BEHAVIOUR,Staff behaviour,0.835,False,False,2026-05-09 17:29:07
Q000592,R001518,S0011,G0010,2024-07-09,We trust them somewhat but have had issues in the past,English,0.13,neutral,RESPONSE_SPEED,Response speed,0.898,True,False,2026-05-09 17:29:07
Q000593,R001519,S0011,G0012,2024-07-09,The team visited but we are not sure what happens next,English,-0.185,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.823,False,False,2026-05-09 17:29:07
Q000594,R001520,S0011,G0011,2024-07-09,The response came too late after the emergency,English,-0.269,negative,RESPONSE_SPEED,Response speed,0.879,True,False,2026-05-09 17:29:07
Q000595,R001521,S0011,G0010,2024-07-09,We received some help but not everything we needed,English,0.284,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.986,False,False,2026-05-09 17:29:07
Q000596,R001524,S0011,G0009,2024-07-09,Staff communicated clearly about what aid was available,English,0.458,positive,STAFF_BEHAVIOUR,Staff behaviour,0.928,False,False,2026-05-09 17:29:07
Q000597,R001525,S0011,G0011,2024-07-09,There were rumours that staff were taking goods for themselves,English,-0.432,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.91,False,True,2026-05-09 17:29:07
Q000598,R001528,S0011,G0009,2024-07-09,They kept us informed throughout the process,English,0.639,positive,COMMUNICATION_QUALITY,Communication quality,0.795,False,False,2026-05-09 17:29:07
Q000599,R001530,S0011,G0011,2024-07-09,The response was okay but could have been faster,English,0.028,neutral,AID_DISTRIBUTION,Aid distribution,0.91,False,False,2026-05-09 17:29:07
Q000600,R001532,S0011,G0010,2024-07-09,The team visited but we are not sure what happens next,English,0.237,neutral,RESOURCE_ALLOCATION,Resource allocation,0.859,True,False,2026-05-09 17:29:07
Q000601,R001535,S0011,G0010,2024-07-09,The response was okay but could have been faster,English,-0.117,neutral,COMMUNICATION_QUALITY,Communication quality,0.774,True,False,2026-05-09 17:29:07
Q000602,R001536,S0012,G0010,2024-10-03,We have heard mixed things about the organisation,English,-0.052,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.983,False,False,2026-05-09 17:29:07
Q000603,R001537,S0012,G0012,2024-10-03,We trust them somewhat but have had issues in the past,English,-0.044,neutral,ACCESS_TO_SERVICES,Access to services,0.893,True,False,2026-05-09 17:29:07
Q000604,R001540,S0012,G0010,2024-10-03,The response came too late after the emergency,English,-0.835,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.911,False,False,2026-05-09 17:29:07
Q000605,R001541,S0012,G0009,2024-10-03,The process was not transparent and we could not ask questions,English,-0.814,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.822,True,False,2026-05-09 17:29:07
Q000606,R001544,S0012,G0010,2024-10-03,The response was okay but could have been faster,English,0.28,neutral,RESPONSE_SPEED,Response speed,0.808,False,False,2026-05-09 17:29:07
Q000607,R001561,S0012,G0011,2024-10-03,We have heard mixed things about the organisation,English,-0.025,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.965,True,False,2026-05-09 17:29:07
